"","V1","V2","V3","V4","V5","V6"
"42",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"128",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"225",0.292146695481001,4.39680197139872,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"88",0.292146695481001,4.39680197139872,5.31762401408939,3.17582496930905,2.09982159140666,Inf
"232",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"467",0.292146695481001,4.91685975692136,5.47161699344641,1.87372464728218,2.13430057701156,Inf
"323",0.292146695481001,4.39680197139872,6.39373660760812,1.87372464728218,2.13430057701156,Inf
"47",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"85",0.292146695481001,3.36215019432609,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"7",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"189",0.292146695481001,4.39680197139872,5.27094901027651,3.33328111232641,2.13430057701156,Inf
"93",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"103",0.292146695481001,4.67406222823919,6.88748609876978,1.61800564930349,2.13430057701156,Inf
"240",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"368",0.292146695481001,4.67406222823919,6.88748609876978,3.33328111232641,2.13430057701156,Inf
"155",0.292146695481001,4.39680197139872,5.47161699344641,1.87372464728218,2.13430057701156,Inf
"338",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"315",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"399",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"404",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,1.92955756201336,Inf
"174",0.292146695481001,3.22715478140604,8.16093020534391,1.87372464728218,2.13430057701156,Inf
"25",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"172",0.292146695481001,4.67406222823919,5.47161699344641,1.87372464728218,2.13430057701156,Inf
"87",0.292146695481001,4.74315878141945,5.27094901027651,2.08838364586874,2.13430057701156,Inf
"381",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"12",0.0399664783552747,4.67406222823919,5.47161699344641,3.33328111232641,2.13430057701156,Inf
"120",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"205",0.292146695481001,3.19490485295853,7.47580343535703,1.87372464728218,2.13430057701156,Inf
"320",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"150",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"171",0.292146695481001,4.39680197139872,6.39373660760812,1.87372464728218,2.13430057701156,Inf
"222",0.292146695481001,4.67406222823919,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"193",0.182458127464271,4.39680197139872,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"253",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"96",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"169",0.292146695481001,4.39680197139872,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"15",0.292146695481001,4.39680197139872,6.88748609876978,2.18480461546482,2.13430057701156,Inf
"311",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"106",0.292146695481001,4.39680197139872,5.27094901027651,1.87372464728218,0.946127137417357,Inf
"376",0.292146695481001,4.39680197139872,5.27094901027651,1.61800564930349,2.13430057701156,Inf
"426",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"487",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"71",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"198",0.292146695481001,4.39680197139872,5.31762401408939,3.17582496930905,2.13430057701156,Inf
"379",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"4",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"497",0.500094993497765,4.28882406194719,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"116",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"371",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"262",0.292146695481001,4.39680197139872,6.39373660760812,1.87372464728218,2.13430057701156,Inf
"364",0.292146695481001,3.22715478140604,5.47161699344641,3.33328111232641,2.13430057701156,Inf
"199",0.292146695481001,4.39680197139872,5.27094901027651,3.33328111232641,2.13430057701156,Inf
"51",0.292146695481001,4.41572656173381,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"227",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"146",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"180",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"335",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"55",0.292146695481001,4.39680197139872,6.39373660760812,1.87372464728218,2.13430057701156,Inf
"166",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"210",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"125",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"268",0.292146695481001,4.39680197139872,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"257",0.292146695481001,4.39680197139872,5.27094901027651,3.33328111232641,2.13430057701156,Inf
"440",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"163",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"469",0.182458127464271,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"97",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"122",0.292146695481001,3.36215019432609,7.46778231991967,1.87372464728218,2.13430057701156,Inf
"95",0.292146695481001,4.39680197139872,6.88748609876978,3.17582496930905,2.13430057701156,Inf
"403",0.292146695481001,4.28882406194719,7.95123211061532,1.87372464728218,2.13430057701156,Inf
"204",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"78",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"241",0.292146695481001,0.924928182471116,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"5",0.292146695481001,4.39680197139872,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"424",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"289",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"279",0.292146695481001,4.39680197139872,6.39373660760812,1.87372464728218,2.13430057701156,Inf
"99",0.292146695481001,3.22715478140604,5.47161699344641,1.87372464728218,2.13430057701156,Inf
"374",0.292146695481001,4.39680197139872,5.27094901027651,1.8465499606996,2.13430057701156,Inf
"492",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"437",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"215",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"298",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"94",0.292146695481001,4.67406222823919,5.47161699344641,3.33328111232641,2.13430057701156,Inf
"319",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"353",0.292146695481001,4.67406222823919,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"184",0.292146695481001,4.67406222823919,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"410",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"81",0.292146695481001,4.39680197139872,5.27094901027651,1.61800564930349,2.13430057701156,Inf
"144",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"242",0.500094993497765,4.28882406194719,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"488",0.292146695481001,4.39680197139872,6.39373660760812,1.87372464728218,2.13430057701156,Inf
"238",0.292146695481001,3.36215019432609,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"192",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"452",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"117",0.292146695481001,4.39680197139872,5.27094901027651,3.33328111232641,2.13430057701156,Inf
"450",0.500094993497765,4.28882406194719,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"175",-0.636247608786556,5.34794075913862,5.27094901027651,1.61800564930349,2.13430057701156,Inf
"296",0.292146695481001,1.93157526550273,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"473",0.292146695481001,4.39680197139872,6.39373660760812,1.87372464728218,2.13430057701156,Inf
"53",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"219",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"233",0.292146695481001,4.39680197139872,5.27094901027651,1.61800564930349,2.13430057701156,Inf
"333",0.292146695481001,4.39680197139872,5.31762401408939,3.17582496930905,2.09982159140666,Inf
"443",0.292146695481001,3.22715478140604,6.88748609876978,3.17582496930905,2.13430057701156,Inf
"182",0.292146695481001,4.91685975692136,5.47161699344641,1.87372464728218,2.13430057701156,Inf
"402",0.292146695481001,4.39680197139872,6.39373660760812,1.87372464728218,2.13430057701156,Inf
"70",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"282",0.292146695481001,3.36215019432609,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"444",0.292146695481001,4.39680197139872,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"439",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"44",0.292146695481001,3.22715478140604,8.16093020534391,1.87372464728218,2.13430057701156,Inf
"256",0.292146695481001,4.67406222823919,6.88748609876978,1.61800564930349,2.13430057701156,Inf
"173",0.292146695481001,3.22715478140604,6.88748609876978,1.87372464728218,2.13430057701156,Inf
"114",0.292146695481001,4.67406222823919,6.88748609876978,1.87372464728218,2.13430057701156,Inf
