"","V1","V2","V3","V4","V5","V6","V7"
"64",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.8526263754092,4.5781994336921,978.777216550913
"149",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.8526263754092,4.5781994336921,978.777216550913
"102",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,978.866915611863
"155",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,978.866915611863
"90",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,978.866915611863
"142",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,978.866915611863
"160",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,978.866915611863
"131",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,978.866915611863
"16",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,978.866915611863
"193",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,978.866915611863
"122",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,978.866915611863
"118",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,978.866915611863
"42",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,978.866915611863
"150",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,978.866915611863
"194",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,978.866915611863
"6",1.20146603235797,2.26982587399556,8.22689739446315,0.643296594222147,1.59936024931904,4.35588992912017,979.10952392518
"59",1.20146603235797,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,979.590269644892
"60",1.20146603235797,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,979.590269644892
"168",1.20146603235797,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,979.590269644892
"46",1.20146603235797,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,979.590269644892
"157",1.1829076835947,2.26982587399556,7.74334655889028,0.218584382615386,1.8526263754092,3.90644023812446,Inf
"97",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,Inf
"187",1.1829076835947,2.26982587399556,7.34069322907495,0.643296594222147,1.59936024931904,4.35588992912017,Inf
"167",1.1829076835947,2.26982587399556,7.34069322907495,0.958319481036965,1.59936024931904,4.5781994336921,Inf
"41",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.8526263754092,4.35588992912017,Inf
"8",1.1829076835947,2.26982587399556,7.34069322907495,0.465151215880399,1.59936024931904,3.90644023812446,Inf
"11",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.8526263754092,4.35588992912017,Inf
"69",1.1829076835947,2.26982587399556,7.34069322907495,0.643296594222147,1.59936024931904,4.35588992912017,Inf
"77",1.20146603235797,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,Inf
"20",1.1829076835947,2.26982587399556,7.34069322907495,0.643296594222147,1.59936024931904,4.35588992912017,Inf
"26",1.1829076835947,2.26982587399556,7.34069322907495,0.958319481036965,1.59936024931904,4.35588992912017,Inf
"175",1.20146603235797,2.26982587399556,7.34069322907495,0.218584382615386,1.8526263754092,4.5781994336921,Inf
"190",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.10461032639154,Inf
"62",1.20146603235797,2.26982587399556,7.34069322907495,0.643296594222147,1.59936024931904,4.35588992912017,Inf
"44",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.8526263754092,4.35588992912017,Inf
"171",1.1829076835947,2.26982587399556,7.34069322907495,0.218584382615386,1.59936024931904,4.35588992912017,Inf
"19",1.1829076835947,2.26982587399556,7.34069322907495,0.643296594222147,1.59936024931904,4.35588992912017,Inf
