"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"125",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.04779764353005,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"151",-2.42194729390746,1.33019093881954,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"27",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"101",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.80127182504406,-1.20834402150865,Inf
"171",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"55",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"168",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"39",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,1.70099502301665,-1.20834402150865,Inf
"120",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.301981361853589,4.43108315893934,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"38",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"129",-2.42194729390746,2.16658255644153,-0.586902311739561,-0.579793932848292,4.43108315893934,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"134",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"139",-2.42194729390746,0.656778252349714,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"188",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"106",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.301981361853589,4.43108315893934,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"22",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.301981361853589,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"194",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"157",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"116",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"43",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.115339331328023,2.16144439505601,-1.8757331422085,Inf
"34",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,1.70099502301665,-1.20834402150865,Inf
"10",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"189",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"187",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"50",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"127",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"72",-2.42194729390746,1.33019093881954,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"78",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"184",-2.42194729390746,1.93871164836978,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.80127182504406,-1.20834402150865,Inf
"82",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"56",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.20834402150865,Inf
"14",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-0.987869203319954,Inf
"113",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,3.81857492146767,0.130569462753872,1.70099502301665,-1.20834402150865,Inf
"12",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.301981361853589,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"126",-2.42194729390746,2.16658255644153,-0.586902311739561,-0.579793932848292,4.43108315893934,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"60",-2.42194729390746,1.26640309343758,-0.0096511433961689,-0.579793932848292,4.43108315893934,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"145",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"199",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.97992379614741,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"73",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"172",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.301981361853589,4.43108315893934,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"11",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.301981361853589,4.43108315893934,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"150",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"193",-2.002423114598,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"83",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"74",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.115339331328023,2.16144439505601,-1.8757331422085,Inf
"197",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"32",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"71",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.20834402150865,Inf
"93",-2.42194729390746,0.560078655662804,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
