"","V1","V2","V3","V4","V5","V6","V7"
"172",0.797487430766487,2.37581351748527,3.88733301028683,2.62598676566186,1.8526263754092,4.20328746048887,Inf
"35",0.797487430766487,2.37581351748527,3.79521149424041,1.68323891416978,1.8526263754092,4.42519626319787,Inf
"129",0.797487430766487,2.37581351748527,3.88733301028683,1.68323891416978,1.8526263754092,3.90644023812446,Inf
"3",0.797487430766487,2.37581351748527,4.32391750719861,1.68323891416978,1.8526263754092,3.90644023812446,Inf
"7",0.797487430766487,2.37581351748527,4.32391750719861,1.76029266077947,1.8526263754092,3.90644023812446,Inf
"166",0.692523696381697,2.37581351748527,3.88733301028683,1.76029266077947,1.93496583119178,4.42519626319787,Inf
"18",0.797487430766487,2.37581351748527,3.88733301028683,2.62598676566186,1.8526263754092,3.90644023812446,Inf
"116",0.797487430766487,2.37581351748527,4.32391750719861,1.68323891416978,1.8526263754092,4.42519626319787,Inf
"173",0.797487430766487,2.37581351748527,3.88733301028683,2.62598676566186,1.8526263754092,3.90644023812446,Inf
"12",0.797487430766487,2.37581351748527,3.88733301028683,2.62598676566186,1.8526263754092,4.20328746048887,Inf
"161",0.797487430766487,2.37581351748527,4.32391750719861,1.68323891416978,1.8526263754092,3.90644023812446,Inf
"106",0.797487430766487,2.37581351748527,3.88733301028683,2.62598676566186,1.8526263754092,4.42519626319787,Inf
"138",0.797487430766487,2.37581351748527,4.32391750719861,1.68323891416978,1.8526263754092,3.90644023812446,Inf
"17",0.797487430766487,2.37581351748527,3.88733301028683,2.62598676566186,1.8526263754092,3.90644023812446,Inf
"30",0.797487430766487,2.37581351748527,4.32391750719861,1.68323891416978,1.8526263754092,3.90644023812446,Inf
"197",0.797487430766487,2.37581351748527,4.32391750719861,2.62598676566186,1.8526263754092,3.90644023812446,Inf
"141",0.797487430766487,2.37581351748527,4.32391750719861,1.68323891416978,1.8526263754092,3.90644023812446,Inf
"94",0.797487430766487,2.37581351748527,4.42727913604553,1.68323891416978,1.8526263754092,3.90644023812446,Inf
"117",0.797487430766487,2.37581351748527,4.32391750719861,1.68323891416978,1.8526263754092,4.42519626319787,Inf
"68",0.797487430766487,2.37581351748527,3.88733301028683,2.62598676566186,1.8526263754092,3.90644023812446,Inf
"56",0.797487430766487,2.37581351748527,3.79521149424041,1.76029266077947,1.8526263754092,4.42519626319787,Inf
"33",0.797487430766487,2.37581351748527,4.32391750719861,1.68323891416978,1.8526263754092,4.42519626319787,Inf
"144",0.797487430766487,2.37581351748527,3.88733301028683,1.68323891416978,1.8526263754092,4.42519626319787,Inf
"105",0.692523696381697,2.37581351748527,4.32391750719861,1.68323891416978,0.662038881638695,4.42519626319787,Inf
"21",0.797487430766487,2.37581351748527,3.79521149424041,1.76029266077947,1.93496583119178,4.42519626319787,Inf
"23",0.797487430766487,2.37581351748527,4.32391750719861,1.68323891416978,1.8526263754092,4.42519626319787,Inf
"38",0.797487430766487,2.37581351748527,4.32391750719861,2.62598676566186,1.8526263754092,3.90644023812446,Inf
"165",0.797487430766487,2.37581351748527,4.32391750719861,1.68323891416978,1.8526263754092,4.00723518065745,Inf
"85",0.797487430766487,2.37581351748527,4.32391750719861,1.68323891416978,1.8526263754092,3.90644023812446,Inf
"111",0.797487430766487,2.37581351748527,3.88733301028683,2.62598676566186,1.8526263754092,3.90644023812446,Inf
"50",0.692523696381697,2.37581351748527,3.88733301028683,2.62598676566186,1.8526263754092,3.90644023812446,Inf
"72",0.797487430766487,2.37581351748527,4.32391750719861,1.68323891416978,1.8526263754092,3.90644023812446,Inf
"76",0.797487430766487,2.37581351748527,4.32391750719861,1.68323891416978,1.8526263754092,4.42519626319787,Inf
