"","region","speed"
"1",1,2.00930488020322
"2",2,1.69376780013915
"3",3,0.723151193344176
"4",4,0.194227759706399
"5",5,1.25077249383759
"6",6,0.73495016468453
"7",7,0.273746024959307
"8",8,2.2493957933022
"9",9,0.595925988084434
"10",10,0.68485613540351
"11",11,0.588245297851818
"12",12,0.468628674399184
