"","region","speed"
"1",1,0.520391522892526
"2",2,1.47165766803795
"3",3,0.416990325338531
"4",4,0.2727572556739
"5",5,0.52573617750629
"6",6,0.313833032026146
"7",7,0.356255210795421
"8",8,0.379474570500109
"9",9,0.594438349299839
"10",10,0.789421544472984
"11",11,0.6930797890091
"12",12,0.377861140326945
