"","region","speed"
"1",1,2.08422810470962
"2",2,0.873705432535013
"3",3,0.465762508680136
"4",4,0.252173050619734
"5",5,1.29847501886332
"6",6,0.632513566379129
"7",7,0.184751371284876
"8",8,0.248854539609432
"9",9,0.368082138232592
"10",10,0.670302898747625
"11",11,0.736620770701347
"12",12,0.273698116139815
