"","region","speed"
"1",1,0.31834753926348
"2",2,2.71573293360722
"3",3,0.378827596163311
"4",4,0.196178959927535
"5",5,1.10360557817017
"6",6,3.99002966113265
"7",7,0.229550995809197
"8",8,1.15183558334532
"9",9,1.75972933083057
"10",10,0.864789136448378
"11",11,0.505916149317195
"12",12,0.118494614293429
